Identifier,Name,Pitch,Set,Set number,Edition,Foiling,Treatment,Have,Want in trade,Want to buy,Extra for trade,Extra to sell
"lightning-press-yellow","Lightning Press","Yellow","Tales of Aria","ELE184",Unlimited,,,3,,,0,
"lightning-press-yellow","Lightning Press","Yellow","Tales of Aria","ELE184",Unlimited,Rainbow,,0,,,0,
"lightning-press-yellow","Lightning Press","Yellow","Tales of Aria","ELE184",First,,,,,,,
"lightning-press-yellow","Lightning Press","Yellow","Tales of Aria","ELE184",First,Rainbow,,,,,,
"lightning-press-blue","Lightning Press","Blue","1st Strike: Aurora","AUR026",,,,,,,,
"lightning-press-blue","Lightning Press","Blue","Tales of Aria","ELE185",Unlimited,,,3,,,1,
"lightning-press-blue","Lightning Press","Blue","Tales of Aria","ELE185",Unlimited,Rainbow,,1,,,0,
"lightning-press-blue","Lightning Press","Blue","Tales of Aria","ELE185",First,,,,,,,
"lightning-press-blue","Lightning Press","Blue","Tales of Aria","ELE185",First,Rainbow,,,,,,
"lightning-surge-red","Lightning Surge","Red","Briar Silver Age Deck","SBA015",,,,,,,,
"lightning-surge-red","Lightning Surge","Red","Armory Deck: Aurora","AST011",,,,,,,,
"lightning-surge-red","Lightning Surge","Red","Rosetta","ROS098",,,,3,,,2,
"lightning-surge-red","Lightning Surge","Red","Oscilio Blitz Deck","OSC010",,,,,,,,
"lightning-surge-red","Lightning Surge","Red","Aurora Blitz Deck","AUA013",,,,,,,,
"lightning-surge-red","Lightning Surge","Red","1st Strike: Aurora","AUR010",,,,,,,,
"lightning-surge-red","Lightning Surge","Red","Tales of Aria","ELE189",Unlimited,,,5,,,2,
"lightning-surge-red","Lightning Surge","Red","Tales of Aria","ELE189",Unlimited,Rainbow,,0,,,0,
"lightning-surge-red","Lightning Surge","Red","Tales of Aria","ELE189",First,,,,,,,
"lightning-surge-red","Lightning Surge","Red","Tales of Aria","ELE189",First,Rainbow,,,,,,
"lightning-surge-yellow","Lightning Surge","Yellow","Rosetta","ROS099",,,,5,,,4,
"lightning-surge-yellow","Lightning Surge","Yellow","1st Strike: Aurora","AUR018",,,,,,,,
"lightning-surge-yellow","Lightning Surge","Yellow","Tales of Aria","ELE190",Unlimited,,,8,,,5,
"lightning-surge-yellow","Lightning Surge","Yellow","Tales of Aria","ELE190",Unlimited,Rainbow,,0,,,0,
"lightning-surge-yellow","Lightning Surge","Yellow","Tales of Aria","ELE190",First,,,,,,,
"lightning-surge-yellow","Lightning Surge","Yellow","Tales of Aria","ELE190",First,Rainbow,,,,,,
"lightning-surge-yellow","Lightning Surge","Yellow","Briar Blitz Deck","BRI029",,,,,,,,
"lightning-surge-blue","Lightning Surge","Blue","Rosetta","ROS100",,,,3,,,2,
"lightning-surge-blue","Lightning Surge","Blue","Tales of Aria","ELE191",Unlimited,,,5,,,3,
"lightning-surge-blue","Lightning Surge","Blue","Tales of Aria","ELE191",Unlimited,Rainbow,,1,,,0,
"lightning-surge-blue","Lightning Surge","Blue","Tales of Aria","ELE191",First,,,,,,,
"lightning-surge-blue","Lightning Surge","Blue","Tales of Aria","ELE191",First,Rainbow,,,,,,
"limbs-of-lignum-vitae","Limbs of Lignum Vitae","","Compendium of Rathe","PEN216",,,,2,,,1,
"limbs-of-lignum-vitae","Limbs of Lignum Vitae","","Compendium of Rathe","PEN216",,Cold,,0,,,0,
"limpit-hop-a-long-yellow","Limpit, Hop-a-long","Yellow","Gravy Bones Silver Age Deck","SGB017",,,,,,,,
"limpit-hop-a-long-yellow","Limpit, Hop-a-long","Yellow","High Seas","SEA060",,,,5,,,2,
"limpit-hop-a-long-yellow","Limpit, Hop-a-long","Yellow","High Seas","SEA060",,Cold,Full Art,,,,,
"limpit-hop-a-long-yellow","Limpit, Hop-a-long","Yellow","Armory Deck: Gravy Bones","AGB016",,,,,,,,
"limpit-hop-a-long-yellow","Limpit, Hop-a-long","Yellow","Promos","LGS405",,Rainbow,Extended Art,,,,,
"line-blue","Line","Blue","High Seas","SEA104",,,,4,,,1,
"line-blue","Line","Blue","High Seas","SEA104",,Rainbow,,0,,,0,
"line-crossers","Line Crossers","","Lyath Silver Age Deck","SLY009",,,,,,,,
"line-crossers","Line Crossers","","Compendium of Rathe","PEN300",,,,1,,,0,
"line-crossers","Line Crossers","","Compendium of Rathe","PEN300",,Cold,,0,,,0,
"line-it-up-yellow","Line It Up","Yellow","Armory Deck: Azalea","AAZ024",,,,,,,,
"line-it-up-yellow","Line It Up","Yellow","Armory Deck: Azalea","AAZ024",,Rainbow,,,,,,
"lionclaw-maul","Lionclaw Maul","","Omens of the Third Age","OMN247",,,,0,,,,
"lionclaw-maul","Lionclaw Maul","","GEM","GEM145",,Cold,,,,,,
"liquefy-red","Liquefy","Red","Uprising","UPR087",,,,3,,,0,
"liquefy-red","Liquefy","Red","Uprising","UPR087",,Rainbow,,0,,,0,
"liquid-cooled-mayhem-red","Liquid-Cooled Mayhem","Red","Bright Lights","EVO064",,,,4,,,1,
"liquid-cooled-mayhem-red","Liquid-Cooled Mayhem","Red","Bright Lights","EVO064",,Rainbow,,0,,,0,
"liquid-cooled-mayhem-red","Liquid-Cooled Mayhem","Red","Round the Table: TCC x LSS","TCC012",,,,,,,,
"liquid-cooled-mayhem-red","Liquid-Cooled Mayhem","Red","Promos","LGS198",,Rainbow,Extended Art,1,,,0,
"liquid-cooled-mayhem-yellow","Liquid-Cooled Mayhem","Yellow","Bright Lights","EVO065",,,,4,,,1,
"liquid-cooled-mayhem-yellow","Liquid-Cooled Mayhem","Yellow","Bright Lights","EVO065",,Rainbow,,0,,,0,
"liquid-cooled-mayhem-yellow","Liquid-Cooled Mayhem","Yellow","Promos","LGS199",,Rainbow,Extended Art,,,,,
"liquid-cooled-mayhem-blue","Liquid-Cooled Mayhem","Blue","Bright Lights","EVO066",,,,2,,,0,
"liquid-cooled-mayhem-blue","Liquid-Cooled Mayhem","Blue","Bright Lights","EVO066",,Rainbow,,1,,,0,
"liquid-cooled-mayhem-blue","Liquid-Cooled Mayhem","Blue","Round the Table: TCC x LSS","TCC023",,,,,,,,
"liquid-cooled-mayhem-blue","Liquid-Cooled Mayhem","Blue","Promos","LGS200",,Rainbow,Extended Art,2,,,1,
"little-big-foot-red","Little Big Foot","Red","Mastery Pack: Guardian","MPG038",,,,3,,,0,
"little-big-foot-red","Little Big Foot","Red","Mastery Pack: Guardian","MPG038",,Rainbow,,0,,,0,
"little-big-foot-yellow","Little Big Foot","Yellow","Mastery Pack: Guardian","MPG039",,,,3,,,0,
"little-big-foot-yellow","Little Big Foot","Yellow","Mastery Pack: Guardian","MPG039",,Rainbow,,0,,,0,
"little-big-foot-blue","Little Big Foot","Blue","Mastery Pack: Guardian","MPG040",,,,1,,,0,
"little-big-foot-blue","Little Big Foot","Blue","Mastery Pack: Guardian","MPG040",,Rainbow,,0,,,0,
"livewire-press-red","Livewire Press","Red","Omens of the Third Age","OMN159",,,,1,,,0,
"livewire-press-red","Livewire Press","Red","Omens of the Third Age","OMN159",,Rainbow,,0,,,0,
"loan-shark-yellow","Loan Shark","Yellow","High Seas","SEA131",,,,1,,,0,
"loan-shark-yellow","Loan Shark","Yellow","High Seas","SEA131",,Rainbow,,0,,,0,
"loan-shark-yellow","Loan Shark","Yellow","High Seas","SEA131",,Cold,Alternate Border,,,,,
"lobotomy-red","Lobotomy","Red","Compendium of Rathe","PEN141",,,,0,,,,
"lobotomy-red","Lobotomy","Red","Compendium of Rathe","PEN141",,Rainbow,,0,,,,
"locked-and-loaded-red","Locked and Loaded","Red","Arcane Rising","ARC032",Unlimited,,,6,,,4,
"locked-and-loaded-red","Locked and Loaded","Red","Arcane Rising","ARC032",Unlimited,Rainbow,,1,,,0,
"locked-and-loaded-red","Locked and Loaded","Red","Arcane Rising","ARC032",First,,,,,,,
"locked-and-loaded-red","Locked and Loaded","Red","Arcane Rising","ARC032",First,Rainbow,Alternate Text,,,,,
"locked-and-loaded-yellow","Locked and Loaded","Yellow","Arcane Rising","ARC033",Unlimited,,,4,,,2,
"locked-and-loaded-yellow","Locked and Loaded","Yellow","Arcane Rising","ARC033",Unlimited,Rainbow,,1,,,0,
"locked-and-loaded-yellow","Locked and Loaded","Yellow","Arcane Rising","ARC033",First,,,,,,,
"locked-and-loaded-yellow","Locked and Loaded","Yellow","Arcane Rising","ARC033",First,Rainbow,Alternate Text,,,,,
"locked-and-loaded-blue","Locked and Loaded","Blue","Arcane Rising","ARC034",Unlimited,,,3,,,0,
"locked-and-loaded-blue","Locked and Loaded","Blue","Arcane Rising","ARC034",Unlimited,Rainbow,,0,,,0,
"locked-and-loaded-blue","Locked and Loaded","Blue","Arcane Rising","ARC034",First,,,,,,,
"locked-and-loaded-blue","Locked and Loaded","Blue","Arcane Rising","ARC034",First,Rainbow,Alternate Text,,,,,
"log-fall-red","Log Fall","Red","1st Strike: Terra","TER011",,,,,,,,
"log-fall-yellow","Log Fall","Yellow","1st Strike: Terra","TER015",,,,,,,,
"long-shot-red","Long Shot","Red","Dynasty","DYN165",,,,3,,,0,
"long-shot-red","Long Shot","Red","Dynasty","DYN165",,Rainbow,,0,,,0,
"long-shot-yellow","Long Shot","Yellow","Dynasty","DYN166",,,,2,,,0,
"long-shot-yellow","Long Shot","Yellow","Dynasty","DYN166",,Rainbow,,1,,,0,
"long-shot-blue","Long Shot","Blue","Dynasty","DYN167",,,,2,,,0,
"long-shot-blue","Long Shot","Blue","Dynasty","DYN167",,Rainbow,,1,,,0,
"long-whisker-loyalty-red","Long Whisker Loyalty","Red","The Hunted","HNT102",,,,1,,,0,
"long-whisker-loyalty-red","Long Whisker Loyalty","Red","The Hunted","HNT102",,Rainbow,,0,,,0,
"long-whisker-loyalty-red","Long Whisker Loyalty","Red","Promos","FAB317",,Rainbow,Extended Art,,,,,
"longdraw-half-glove","Longdraw Half-glove","","Part the Mistveil","MST232",,,,0,,,,
"longdraw-half-glove","Longdraw Half-glove","","Part the Mistveil","MST232",,Cold,,0,,,,
"longsword-leggings","Longsword Leggings","","Mastery Pack: Warrior","MPW016",,,,,,,,
"longsword-leggings","Longsword Leggings","","Mastery Pack: Warrior","MPW016",,Cold,,,,,,
"look-tuff-red","Look Tuff","Red","Blaze Silver Age Deck","SBZ010",,,,,,,,
"look-tuff-red","Look Tuff","Red","Iyslander Silver Age Deck","SIY011",,,,,,,,
"look-tuff-red","Look Tuff","Red","Enigma Silver Age Deck","SEN011",,,,,,,,
"look-tuff-red","Look Tuff","Red","Super Slam","SUP223",,,,3,,,0,
"look-tuff-red","Look Tuff","Red","Super Slam","SUP223",,Rainbow,,0,,,0,
"look-within-blue","Look Within","Blue","Compendium of Rathe","PEN273",,,,4,,,1,
"look-within-blue","Look Within","Blue","Compendium of Rathe","PEN273",,Rainbow,,0,,,0,
"looking-for-a-scrap-red","Looking for a Scrap","Red","Outsiders","OUT195",,,,4,,,1,
"looking-for-a-scrap-red","Looking for a Scrap","Red","Outsiders","OUT195",,Rainbow,,0,,,0,
"looking-for-a-scrap-red","Looking for a Scrap","Red","Promos","ANQ028",,,Alternate Border,,,,,
"looking-for-a-scrap-red","Looking for a Scrap","Red","Promos","FAB356",,Rainbow,Alternate Art,,,,,
"looking-for-a-scrap-yellow","Looking for a Scrap","Yellow","Outsiders","OUT196",,,,4,,,1,
"looking-for-a-scrap-yellow","Looking for a Scrap","Yellow","Outsiders","OUT196",,Rainbow,,0,,,0,
"looking-for-a-scrap-blue","Looking for a Scrap","Blue","Outsiders","OUT197",,,,3,,,0,
"looking-for-a-scrap-blue","Looking for a Scrap","Blue","Outsiders","OUT197",,Rainbow,,0,,,0,
"looming-doom-blue","Looming Doom","Blue","Dynasty","DYN175",,,,0,,,,
"looming-doom-blue","Looming Doom","Blue","Dynasty","DYN175",,Rainbow,,0,,,,
"looming-doom-blue","Looming Doom","Blue","Dynasty","DYN175",,Rainbow,Extended Art,0,,,,
"loot-the-arsenal-blue","Loot the Arsenal","Blue","Gravy Bones Silver Age Deck","SGB029",,,,,,,,
"loot-the-arsenal-blue","Loot the Arsenal","Blue","Armory Deck: Gravy Bones","AGB027",,,,3,,,0,
"loot-the-arsenal-blue","Loot the Arsenal","Blue","GEM","GEM083",,,Extended Art,2,,,,
"loot-the-arsenal-blue","Loot the Arsenal","Blue","GEM","GEM083",,Rainbow,Extended Art,0,,,,
"loot-the-hold-blue","Loot the Hold","Blue","Gravy Bones Silver Age Deck","SGB030",,,,,,,,
"loot-the-hold-blue","Loot the Hold","Blue","Armory Deck: Gravy Bones","AGB028",,,,3,,,0,
"loot-the-hold-blue","Loot the Hold","Blue","GEM","GEM084",,,Extended Art,0,,,,
"loot-the-hold-blue","Loot the Hold","Blue","GEM","GEM084",,Rainbow,Extended Art,1,,,,
"lord-of-wind-blue","Lord of Wind","Blue","History Pack 1","1HP101",,,,0,,,,
"lord-of-wind-blue","Lord of Wind","Blue","Welcome to Rathe","WTR081",Unlimited,,,3,,,0,
"lord-of-wind-blue","Lord of Wind","Blue","Welcome to Rathe","WTR081",Unlimited,Rainbow,,0,,,0,
"lord-of-wind-blue","Lord of Wind","Blue","Welcome to Rathe","WTR081",Alpha,,,,,,,
"lord-of-wind-blue","Lord of Wind","Blue","Welcome to Rathe","WTR081",Alpha,Rainbow,,,,,,
"lord-sutcliffe","Lord Sutcliffe","","Chane Blitz Deck","CHN002",,,,,,,,
"lord-sutcliffe","Lord Sutcliffe","","Promos","FAB046",,Rainbow,,,,,,
"lost-in-thought-red","Lost in Thought","Red","Dusk till Dawn","DTD219",,,,2,,,0,
"lost-in-thought-red","Lost in Thought","Red","Dusk till Dawn","DTD219",,Rainbow,,0,,,0,
"lost-in-transit-yellow","Lost in Transit","Yellow","High Seas","SEA151",,,,4,,,2,
"lost-in-transit-yellow","Lost in Transit","Yellow","High Seas","SEA151",,Rainbow,,1,,,0,
"lost-in-transit-yellow","Lost in Transit","Yellow","High Seas","SEA151",,Cold,Alternate Border,,,,,
"low-blow-red","Low Blow","Red","Super Slam","SUP110",,,,3,,,1,
"low-blow-red","Low Blow","Red","Super Slam","SUP110",,Rainbow,,1,,,0,
"low-blow-red","Low Blow","Red","GEM","GEM093",,,Extended Art,1,,,,
"low-blow-red","Low Blow","Red","GEM","GEM093",,Rainbow,Extended Art,1,,,,
"loyalty-beyond-the-grave-red","Loyalty Beyond the Grave","Red","The Hunted","HNT150",,,,2,,,0,
"loyalty-beyond-the-grave-red","Loyalty Beyond the Grave","Red","The Hunted","HNT150",,Rainbow,,1,,,0,
"loyalty-beyond-the-grave-red","Loyalty Beyond the Grave","Red","The Hunted","HNT150",,Rainbow,Extended Art,,,,,
"lubricate-blue","Lubricate","Blue","High Seas","SEA022",,,,2,,,0,
"lubricate-blue","Lubricate","Blue","High Seas","SEA022",,Rainbow,,0,,,0,
"lubricate-blue","Lubricate","Blue","GEM","GEM044",,,Extended Art,1,,,,
"lubricate-blue","Lubricate","Blue","GEM","GEM044",,Rainbow,Extended Art,0,,,,
"lumina-ascension-yellow","Lumina Ascension","Yellow","Armory Deck: Boltyn","ASB026",,,,,,,,
"lumina-ascension-yellow","Lumina Ascension","Yellow","Monarch","MON034",Unlimited,,,3,,,0,
"lumina-ascension-yellow","Lumina Ascension","Yellow","Monarch","MON034",Unlimited,Rainbow,,0,,,0,
"lumina-ascension-yellow","Lumina Ascension","Yellow","Monarch","MON034",First,,,,,,,
"lumina-ascension-yellow","Lumina Ascension","Yellow","Monarch","MON034",First,Rainbow,,,,,,
"lumina-ascension-yellow","Lumina Ascension","Yellow","Monarch","MON034",First,Rainbow,Extended Art,,,,,
"lumina-lance-yellow","Lumina Lance","Yellow","Dusk till Dawn","DTD080",,,,2,,,0,
"lumina-lance-yellow","Lumina Lance","Yellow","Dusk till Dawn","DTD080",,Rainbow,,0,,,0,
"luminaris","Luminaris","","Armory Deck Legends: Prism","APR002",,,,,,,,
"luminaris","Luminaris","","Monarch","MON003",Unlimited,,,1,,,0,
"luminaris","Luminaris","","Monarch","MON003",Unlimited,Rainbow,,0,,,0,
"luminaris","Luminaris","","Monarch","MON003",First,,,,,,,
"luminaris","Luminaris","","Monarch","MON003",First,Cold,,,,,,
"luminaris","Luminaris","","Promos","FAB109",,Gold,,,,,,
"luminaris","Luminaris","","Promos","CON001",,Rainbow,Alternate Art,,,,,
"luminaris-angels-glow","Luminaris, Angel's Glow","","Heavy Hitters","HVY254",,,,1,,,0,
"luminaris-angels-glow","Luminaris, Angel's Glow","","Heavy Hitters","HVY254",,Cold,,0,,,0,
"luminaris-celestial-fury","Luminaris, Celestial Fury","","Prism Silver Age Deck","SAT003",,,,,,,,
"luminaris-celestial-fury","Luminaris, Celestial Fury","","Dusk till Dawn","DTD003",,,,0,,,,
"luminaris-celestial-fury","Luminaris, Celestial Fury","","Promos","LGS160",,Cold,,,,,,
"luminaris-celestial-fury","Luminaris, Celestial Fury","","Promos","FAB166",,Rainbow,,1,,,0,
"lunar-mirage-red","Lunar Mirage","Red","Compendium of Rathe","PEN127",,,,3,,,0,
"lunar-mirage-red","Lunar Mirage","Red","Compendium of Rathe","PEN127",,Rainbow,,0,,,0,
"lunartide-plunderer-red","Lunartide Plunderer","Red","Monarch","MON206",Unlimited,,,3,,,0,
"lunartide-plunderer-red","Lunartide Plunderer","Red","Monarch","MON206",Unlimited,Rainbow,,0,,,0,
"lunartide-plunderer-red","Lunartide Plunderer","Red","Monarch","MON206",First,,,,,,,
"lunartide-plunderer-red","Lunartide Plunderer","Red","Monarch","MON206",First,Rainbow,,,,,,
"lunartide-plunderer-yellow","Lunartide Plunderer","Yellow","Monarch","MON207",Unlimited,,,3,,,1,
"lunartide-plunderer-yellow","Lunartide Plunderer","Yellow","Monarch","MON207",Unlimited,Rainbow,,1,,,0,
"lunartide-plunderer-yellow","Lunartide Plunderer","Yellow","Monarch","MON207",First,,,,,,,
"lunartide-plunderer-yellow","Lunartide Plunderer","Yellow","Monarch","MON207",First,Rainbow,,,,,,
"lunartide-plunderer-yellow","Lunartide Plunderer","Yellow","Levia Blitz Deck","LEV024",,,,,,,,
"lunartide-plunderer-yellow","Lunartide Plunderer","Yellow","Chane Blitz Deck","CHN023",,,,,,,,
"lunartide-plunderer-blue","Lunartide Plunderer","Blue","Monarch","MON208",Unlimited,,,5,,,2,
"lunartide-plunderer-blue","Lunartide Plunderer","Blue","Monarch","MON208",Unlimited,Rainbow,,0,,,0,
"lunartide-plunderer-blue","Lunartide Plunderer","Blue","Monarch","MON208",First,,,,,,,
"lunartide-plunderer-blue","Lunartide Plunderer","Blue","Monarch","MON208",First,Rainbow,,,,,,
"lunging-press-blue","Lunging Press","Blue","Ira Welcome Deck","IRA011",,,,,,,,
"lunging-press-blue","Lunging Press","Blue","Heavy Hitters","HVY234",,,,5,,,4,
"lunging-press-blue","Lunging Press","Blue","Betsy Blitz Deck","BET022",,,,,,,,
"lunging-press-blue","Lunging Press","Blue","Katsu Blitz Deck","KAT026",,,,,,,,
"lunging-press-blue","Lunging Press","Blue","Benji Blitz Deck","BEN026",,,,,,,,
"lunging-press-blue","Lunging Press","Blue","Crucible of War","CRU186",Unlimited,,,5,,,2,
"lunging-press-blue","Lunging Press","Blue","Crucible of War","CRU186",Unlimited,Rainbow,,0,,,0,
"lunging-press-blue","Lunging Press","Blue","Crucible of War","CRU186",First,,,,,,,
"lunging-press-blue","Lunging Press","Blue","Crucible of War","CRU186",First,Rainbow,,,,,,
"lunging-press-blue","Lunging Press","Blue","Katsu Hero Deck","KSU028",,,,,,,,
"lyath-goldmane","Lyath Goldmane","","Lyath Silver Age Deck","SLY001",,,,,,,,
"lyath-goldmane","Lyath Goldmane","","Super Slam","SUP072",,,,4,,,3,
"lyath-goldmane","Lyath Goldmane","","Super Slam","SUP072",,Cold,Full Art,,,,,
"lyath-goldmane","Lyath Goldmane","","Super Slam","SUP072",,Cold,Full Art,,,,,
"lyath-goldmane-vile-savant","Lyath Goldmane, Vile Savant","","Super Slam","SUP071",,,,0,,,,
"lyath-goldmane-vile-savant","Lyath Goldmane, Vile Savant","","Super Slam","SUP071",,Cold,Full Art,,,,,
"lyath-goldmane-vile-savant","Lyath Goldmane, Vile Savant","","Super Slam","SUP071",,Cold,Full Art,,,,,
"lyath-goldmane-vile-savant","Lyath Goldmane, Vile Savant","","Promos","HER149",,Rainbow,,1,,,0,
"machinations-of-dominion-blue","Machinations of Dominion","Blue","Rosetta","ROS118",,,,3,,,0,
"machinations-of-dominion-blue","Machinations of Dominion","Blue","Rosetta","ROS118",,Rainbow,,0,,,0,
"macho-grande-red","Macho Grande","Red","Mastery Pack: Guardian","MPG041",,,,0,,,,
"macho-grande-red","Macho Grande","Red","Mastery Pack: Guardian","MPG041",,Rainbow,,0,,,,
"macho-grande-red","Macho Grande","Red","Everfest","EVR027",First,,,9,,,7,
"macho-grande-red","Macho Grande","Red","Everfest","EVR027",First,Rainbow,,1,,,0,
"macho-grande-red","Macho Grande","Red","Promos","LGS087",,Rainbow,Extended Art,,,,,
"macho-grande-yellow","Macho Grande","Yellow","Mastery Pack: Guardian","MPG042",,,,0,,,,
"macho-grande-yellow","Macho Grande","Yellow","Mastery Pack: Guardian","MPG042",,Rainbow,,0,,,,
"macho-grande-yellow","Macho Grande","Yellow","Everfest","EVR028",First,,,8,,,5,
"macho-grande-yellow","Macho Grande","Yellow","Everfest","EVR028",First,Rainbow,,0,,,0,
"macho-grande-yellow","Macho Grande","Yellow","Promos","LGS088",,Rainbow,Extended Art,,,,,
"macho-grande-blue","Macho Grande","Blue","Bravo Silver Age Deck","SBR031",,,Alternate Art,,,,,
"macho-grande-blue","Macho Grande","Blue","Armory Deck: Pleiades","APS018",,,,,,,,
"macho-grande-blue","Macho Grande","Blue","Bravo Demo Deck","BDD016",,,,,,,,
"macho-grande-blue","Macho Grande","Blue","Mastery Pack: Guardian","MPG043",,,,0,,,,
"macho-grande-blue","Macho Grande","Blue","Mastery Pack: Guardian","MPG043",,Rainbow,,0,,,,
"macho-grande-blue","Macho Grande","Blue","Everfest","EVR029",First,,,4,,,3,
"macho-grande-blue","Macho Grande","Blue","Everfest","EVR029",First,Rainbow,,2,,,0,
"macho-grande-blue","Macho Grande","Blue","Promos","LGS089",,Rainbow,Extended Art,,,,,
"madcap-charger-red","Madcap Charger","Red","Dynasty","DYN016",,,,3,,,0,
"madcap-charger-red","Madcap Charger","Red","Dynasty","DYN016",,Rainbow,,0,,,0,
"madcap-charger-yellow","Madcap Charger","Yellow","Dynasty","DYN017",,,,4,,,2,
"madcap-charger-yellow","Madcap Charger","Yellow","Dynasty","DYN017",,Rainbow,,1,,,0,
"madcap-charger-blue","Madcap Charger","Blue","Dynasty","DYN018",,,,3,,,2,
"madcap-charger-blue","Madcap Charger","Blue","Dynasty","DYN018",,Rainbow,,2,,,0,
"madcap-muscle-red","Madcap Muscle","Red","Dynasty","DYN019",,,,3,,,0,
"madcap-muscle-red","Madcap Muscle","Red","Dynasty","DYN019",,Rainbow,,0,,,0,
"madcap-muscle-yellow","Madcap Muscle","Yellow","Dynasty","DYN020",,,,3,,,0,
"madcap-muscle-yellow","Madcap Muscle","Yellow","Dynasty","DYN020",,Rainbow,,0,,,0,
